DateID,Date,Year,MonthNum,MonthName,Quarter,order_month
344,2014-12-10,2014,12,December,4,2014-12
345,2014-12-11,2014,12,December,4,2014-12
346,2014-12-12,2014,12,December,4,2014-12
347,2014-12-13,2014,12,December,4,2014-12
348,2014-12-14,2014,12,December,4,2014-12
349,2014-12-15,2014,12,December,4,2014-12
350,2014-12-16,2014,12,December,4,2014-12
351,2014-12-17,2014,12,December,4,2014-12
352,2014-12-18,2014,12,December,4,2014-12
353,2014-12-19,2014,12,December,4,2014-12
354,2014-12-20,2014,12,December,4,2014-12
355,2014-12-21,2014,12,December,4,2014-12
356,2014-12-22,2014,12,December,4,2014-12
357,2014-12-23,2014,12,December,4,2014-12
358,2014-12-24,2014,12,December,4,2014-12
359,2014-12-25,2014,12,December,4,2014-12
360,2014-12-26,2014,12,December,4,2014-12
361,2014-12-27,2014,12,December,4,2014-12
362,2014-12-28,2014,12,December,4,2014-12
363,2014-12-29,2014,12,December,4,2014-12
364,2014-12-30,2014,12,December,4,2014-12
365,2014-12-31,2014,12,December,4,2014-12
366,2015-01-01,2015,1,January,1,2015-01
367,2015-01-02,2015,1,January,1,2015-01
368,2015-01-03,2015,1,January,1,2015-01
369,2015-01-04,2015,1,January,1,2015-01
370,2015-01-05,2015,1,January,1,2015-01
371,2015-01-06,2015,1,January,1,2015-01
372,2015-01-07,2015,1,January,1,2015-01
373,2015-01-08,2015,1,January,1,2015-01
374,2015-01-09,2015,1,January,1,2015-01
375,2015-01-10,2015,1,January,1,2015-01
376,2015-01-11,2015,1,January,1,2015-01
377,2015-01-12,2015,1,January,1,2015-01
378,2015-01-13,2015,1,January,1,2015-01
379,2015-01-14,2015,1,January,1,2015-01
380,2015-01-15,2015,1,January,1,2015-01
381,2015-01-16,2015,1,January,1,2015-01
382,2015-01-17,2015,1,January,1,2015-01
383,2015-01-18,2015,1,January,1,2015-01
384,2015-01-19,2015,1,January,1,2015-01
385,2015-01-20,2015,1,January,1,2015-01
386,2015-01-21,2015,1,January,1,2015-01
387,2015-01-22,2015,1,January,1,2015-01
388,2015-01-23,2015,1,January,1,2015-01
389,2015-01-24,2015,1,January,1,2015-01
390,2015-01-25,2015,1,January,1,2015-01
391,2015-01-26,2015,1,January,1,2015-01
392,2015-01-27,2015,1,January,1,2015-01
393,2015-01-28,2015,1,January,1,2015-01
394,2015-01-29,2015,1,January,1,2015-01
395,2015-01-30,2015,1,January,1,2015-01
396,2015-01-31,2015,1,January,1,2015-01
397,2015-02-01,2015,2,February,1,2015-02
398,2015-02-02,2015,2,February,1,2015-02
399,2015-02-03,2015,2,February,1,2015-02
400,2015-02-04,2015,2,February,1,2015-02
401,2015-02-05,2015,2,February,1,2015-02
402,2015-02-06,2015,2,February,1,2015-02
403,2015-02-07,2015,2,February,1,2015-02
404,2015-02-08,2015,2,February,1,2015-02
405,2015-02-09,2015,2,February,1,2015-02
406,2015-02-10,2015,2,February,1,2015-02
407,2015-02-11,2015,2,February,1,2015-02
408,2015-02-12,2015,2,February,1,2015-02
409,2015-02-13,2015,2,February,1,2015-02
410,2015-02-14,2015,2,February,1,2015-02
411,2015-02-15,2015,2,February,1,2015-02
412,2015-02-16,2015,2,February,1,2015-02
413,2015-02-17,2015,2,February,1,2015-02
414,2015-02-18,2015,2,February,1,2015-02
415,2015-02-19,2015,2,February,1,2015-02
416,2015-02-20,2015,2,February,1,2015-02
417,2015-02-21,2015,2,February,1,2015-02
418,2015-02-22,2015,2,February,1,2015-02
419,2015-02-23,2015,2,February,1,2015-02
420,2015-02-24,2015,2,February,1,2015-02
421,2015-02-25,2015,2,February,1,2015-02
422,2015-02-26,2015,2,February,1,2015-02
423,2015-02-27,2015,2,February,1,2015-02
424,2015-02-28,2015,2,February,1,2015-02
425,2015-03-01,2015,3,March,1,2015-03
426,2015-03-02,2015,3,March,1,2015-03
427,2015-03-03,2015,3,March,1,2015-03
428,2015-03-04,2015,3,March,1,2015-03
429,2015-03-05,2015,3,March,1,2015-03
430,2015-03-06,2015,3,March,1,2015-03
431,2015-03-07,2015,3,March,1,2015-03
432,2015-03-08,2015,3,March,1,2015-03
433,2015-03-09,2015,3,March,1,2015-03
434,2015-03-10,2015,3,March,1,2015-03
435,2015-03-11,2015,3,March,1,2015-03
436,2015-03-12,2015,3,March,1,2015-03
437,2015-03-13,2015,3,March,1,2015-03
438,2015-03-14,2015,3,March,1,2015-03
439,2015-03-15,2015,3,March,1,2015-03
440,2015-03-16,2015,3,March,1,2015-03
441,2015-03-17,2015,3,March,1,2015-03
442,2015-03-18,2015,3,March,1,2015-03
443,2015-03-19,2015,3,March,1,2015-03
444,2015-03-20,2015,3,March,1,2015-03
445,2015-03-21,2015,3,March,1,2015-03
446,2015-03-22,2015,3,March,1,2015-03
447,2015-03-23,2015,3,March,1,2015-03
448,2015-03-24,2015,3,March,1,2015-03
449,2015-03-25,2015,3,March,1,2015-03
450,2015-03-26,2015,3,March,1,2015-03
451,2015-03-27,2015,3,March,1,2015-03
452,2015-03-28,2015,3,March,1,2015-03
453,2015-03-29,2015,3,March,1,2015-03
454,2015-03-30,2015,3,March,1,2015-03
455,2015-03-31,2015,3,March,1,2015-03
456,2015-04-01,2015,4,April,2,2015-04
457,2015-04-02,2015,4,April,2,2015-04
458,2015-04-03,2015,4,April,2,2015-04
459,2015-04-04,2015,4,April,2,2015-04
460,2015-04-05,2015,4,April,2,2015-04
461,2015-04-06,2015,4,April,2,2015-04
462,2015-04-07,2015,4,April,2,2015-04
463,2015-04-08,2015,4,April,2,2015-04
464,2015-04-09,2015,4,April,2,2015-04
465,2015-04-10,2015,4,April,2,2015-04
466,2015-04-11,2015,4,April,2,2015-04
467,2015-04-12,2015,4,April,2,2015-04
468,2015-04-13,2015,4,April,2,2015-04
469,2015-04-14,2015,4,April,2,2015-04
470,2015-04-15,2015,4,April,2,2015-04
471,2015-04-16,2015,4,April,2,2015-04
472,2015-04-17,2015,4,April,2,2015-04
473,2015-04-18,2015,4,April,2,2015-04
474,2015-04-19,2015,4,April,2,2015-04
475,2015-04-20,2015,4,April,2,2015-04
476,2015-04-21,2015,4,April,2,2015-04
477,2015-04-22,2015,4,April,2,2015-04
478,2015-04-23,2015,4,April,2,2015-04
479,2015-04-24,2015,4,April,2,2015-04
480,2015-04-25,2015,4,April,2,2015-04
481,2015-04-26,2015,4,April,2,2015-04
482,2015-04-27,2015,4,April,2,2015-04
483,2015-04-28,2015,4,April,2,2015-04
484,2015-04-29,2015,4,April,2,2015-04
485,2015-04-30,2015,4,April,2,2015-04
486,2015-05-01,2015,5,May,2,2015-05
487,2015-05-02,2015,5,May,2,2015-05
488,2015-05-03,2015,5,May,2,2015-05
489,2015-05-04,2015,5,May,2,2015-05
490,2015-05-05,2015,5,May,2,2015-05
491,2015-05-06,2015,5,May,2,2015-05
492,2015-05-07,2015,5,May,2,2015-05
493,2015-05-08,2015,5,May,2,2015-05
494,2015-05-09,2015,5,May,2,2015-05
495,2015-05-10,2015,5,May,2,2015-05
496,2015-05-11,2015,5,May,2,2015-05
497,2015-05-12,2015,5,May,2,2015-05
498,2015-05-13,2015,5,May,2,2015-05
499,2015-05-14,2015,5,May,2,2015-05
500,2015-05-15,2015,5,May,2,2015-05
501,2015-05-16,2015,5,May,2,2015-05
502,2015-05-17,2015,5,May,2,2015-05
503,2015-05-18,2015,5,May,2,2015-05
504,2015-05-19,2015,5,May,2,2015-05
505,2015-05-20,2015,5,May,2,2015-05
506,2015-05-21,2015,5,May,2,2015-05
507,2015-05-22,2015,5,May,2,2015-05
508,2015-05-23,2015,5,May,2,2015-05
509,2015-05-24,2015,5,May,2,2015-05
510,2015-05-25,2015,5,May,2,2015-05
511,2015-05-26,2015,5,May,2,2015-05
512,2015-05-27,2015,5,May,2,2015-05
513,2015-05-28,2015,5,May,2,2015-05
514,2015-05-29,2015,5,May,2,2015-05
515,2015-05-30,2015,5,May,2,2015-05
516,2015-05-31,2015,5,May,2,2015-05
517,2015-06-01,2015,6,June,2,2015-06
518,2015-06-02,2015,6,June,2,2015-06
519,2015-06-03,2015,6,June,2,2015-06
520,2015-06-04,2015,6,June,2,2015-06
